Source_File,Name,Link,Height,Weight,Dash40,Shuttle20,Vertical,Position,SPARQ,Power_Throw
81,Alec Murphy,https://www.espn.com/college-sports/football/recruiting/player/_/id/184561/alec-murphy,73,212,4.62,4.55,34.4,rb,NA,NA
81,Mon Denson,https://www.espn.com/college-sports/football/recruiting/player/_/id/193288/mon-denson,71,207,4.72,4.41,30,rb,NA,NA
81,Coleman Fox,https://www.espn.com/college-sports/football/recruiting/player/_/id/198048/coleman-fox,71,184,4.7,4.25,33.9,rb,NA,NA
81,Orlando Bradford,https://www.espn.com/college-sports/football/recruiting/player/_/id/196313/orlando-bradford,68,202,NA,4.35,30.4,rb,NA,NA
81,Devine Ozigbo,https://www.espn.com/college-sports/football/recruiting/player/_/id/185268/devine-ozigbo,71,230,4.73,4.34,35,rb,NA,NA
81,Marquise Bryant,https://www.espn.com/college-sports/football/recruiting/player/_/id/173793/marquise-bryant,71,165,4.6,4.81,31,rb,NA,NA
81,Johnathan Hawkins,https://www.espn.com/college-sports/football/recruiting/player/_/id/163984/johnathan-hawkins,71,213,4.79,NA,NA,rb,NA,NA
81,Elias Miller,https://www.espn.com/college-sports/football/recruiting/player/_/id/179355/elias-miller,73,181,4.78,4.66,31.3,rb,NA,NA
81,KeShawn Vaughn,https://www.espn.com/college-sports/football/recruiting/player/_/id/182253/keshawn-vaughn,70,198,4.71,4.93,28.7,rb,NA,NA
81,Taylor Boose,https://www.espn.com/college-sports/football/recruiting/player/_/id/196361/taylor-boose,72,205,4.69,4.28,34.4,rb,NA,NA
81,Olamide Zaccheaus,https://www.espn.com/college-sports/football/recruiting/player/_/id/196290/olamide-zaccheaus,68,195,NA,NA,32.7,rb,NA,NA
81,Jamarius Henderson,https://www.espn.com/college-sports/football/recruiting/player/_/id/188189/jamarius-henderson,70,197,4.82,4.53,30.4,rb,NA,NA
81,Mikell Lands-Davis,https://www.espn.com/college-sports/football/recruiting/player/_/id/188206/mikell-lands-davis,72,203,4.66,4.35,34.1,rb,NA,NA
81,Alex Anderson,https://www.espn.com/college-sports/football/recruiting/player/_/id/180177/alex-anderson,72,189,4.68,4.59,33.9,rb,NA,NA
81,Omahri Jarrett,https://www.espn.com/college-sports/football/recruiting/player/_/id/193175/omahri-jarrett,69,159,4.49,4.13,39.8,rb,NA,NA
81,A.J. Turner,https://www.espn.com/college-sports/football/recruiting/player/_/id/175656/aj-turner,71,187,4.58,4.28,31.6,rb,NA,NA
81,Trey Smith,https://www.espn.com/college-sports/football/recruiting/player/_/id/187661/trey-smith,73,202,4.8,4.53,28.6,rb,NA,NA
81,T.J. Simmons,https://www.espn.com/college-sports/football/recruiting/player/_/id/186970/tj-simmons,72,189,4.67,4.6,30.3,rb,NA,NA
81,Dedrick Young,https://www.espn.com/college-sports/football/recruiting/player/_/id/178605/dedrick-young,73,214,4.58,4.25,34.2,rb,NA,NA
81,Deltron Sands,https://www.espn.com/college-sports/football/recruiting/player/_/id/188242/deltron-sands,68,173,4.77,4.4,31.9,rb,NA,NA
81,Bolu Olorunfunmi,https://www.espn.com/college-sports/football/recruiting/player/_/id/189146/bolu-olorunfunmi,70,213,4.73,4.38,34.9,rb,NA,NA
81,Ruben Garnett,https://www.espn.com/college-sports/football/recruiting/player/_/id/177298/ruben-garnett,68,165,4.61,4.15,30.4,rb,NA,NA
81,James Williams,https://www.espn.com/college-sports/football/recruiting/player/_/id/178603/james-williams,70,178,4.76,4.13,31.3,rb,NA,NA
81,Bryson Oglesby,https://www.espn.com/college-sports/football/recruiting/player/_/id/176160/bryson-oglesby,71,189,4.66,4.22,31,rb,NA,NA
82,Demario McCall,https://www.espn.com/college-sports/football/recruiting/player/_/id/195994/demario-mccall,69,176,4.54,4.5,32.8,rb,NA,NA
82,Miles Sanders,https://www.espn.com/college-sports/football/recruiting/player/_/id/198975/miles-sanders,71,200,4.58,4.3,35.8,rb,NA,NA
82,Tavien Feaster,https://www.espn.com/college-sports/football/recruiting/player/_/id/189017/tavien-feaster,71,202,4.34,4.06,37,rb,NA,NA
82,Amir Rasul,https://www.espn.com/college-sports/football/recruiting/player/_/id/181752/amir-rasul,71,194,4.51,4.44,33.4,rb,NA,NA
82,Carlin Fils-Aime,https://www.espn.com/college-sports/football/recruiting/player/_/id/194835/carlin-fils-aime,71,174,4.83,4.25,40.8,rb,NA,NA
82,Antonio Williams,https://www.espn.com/college-sports/football/recruiting/player/_/id/179626/antonio-williams,71,212,4.73,4.2,35.6,rb,NA,NA
82,Travis Homer,https://www.espn.com/college-sports/football/recruiting/player/_/id/206180/travis-homer,71,195,4.48,4.03,37.8,rb,NA,NA
82,Damian Alloway,https://www.espn.com/college-sports/football/recruiting/player/_/id/199870/damian-alloway,69,167,4.5,4.36,34,rb,NA,NA
82,Chase Lucas,https://www.espn.com/college-sports/football/recruiting/player/_/id/178746/chase-lucas,72,170,4.65,4.3,37.1,rb,NA,NA
82,Justin Connor,https://www.espn.com/college-sports/football/recruiting/player/_/id/195962/justin-connor,70,183,4.72,4.02,40.1,rb,NA,NA
82,Kameron Martin,https://www.espn.com/college-sports/football/recruiting/player/_/id/171506/kameron-martin,70,175,4.59,4.43,30.3,rb,NA,NA
82,Brittain Brown,https://www.espn.com/college-sports/football/recruiting/player/_/id/195902/brittain-brown,73,198,4.67,4.12,40.9,rb,NA,NA
82,Martell Pettaway,https://www.espn.com/college-sports/football/recruiting/player/_/id/174611/martell-pettaway,69,203,4.66,4.58,27,rb,NA,NA
82,Vavae Malepeai,https://www.espn.com/college-sports/football/recruiting/player/_/id/199618/vavae-malepeai,72,204,4.44,4.03,34.2,rb,NA,NA
82,Trayveon Williams,https://www.espn.com/college-sports/football/recruiting/player/_/id/195445/trayveon-williams,69,182,4.65,4.13,35.7,rb,NA,NA
82,Brandon Wellington,https://www.espn.com/college-sports/football/recruiting/player/_/id/198973/brandon-wellington,72,217,4.67,4.47,35.3,rb,NA,NA
82,Rakeem Boyd,https://www.espn.com/college-sports/football/recruiting/player/_/id/188473/rakeem-boyd,71,198,4.59,4.16,35.6,rb,NA,NA
82,Korey Charles,https://www.espn.com/college-sports/football/recruiting/player/_/id/181802/korey-charles,71,173,4.56,4.22,32.3,rb,NA,NA
82,Sean McGrew,https://www.espn.com/college-sports/football/recruiting/player/_/id/185665/sean-mcgrew,67,174,4.44,4.16,38.6,rb,NA,NA
82,JaQua Daniels,https://www.espn.com/college-sports/football/recruiting/player/_/id/197743/jaqua-daniels,73,219,NA,4.66,30.6,rb,NA,NA
82,Lamical Perine,https://www.espn.com/college-sports/football/recruiting/player/_/id/189769/lamical-perine,71,210,4.87,4.5,27.6,rb,NA,NA
82,D'Vaughn Pennamon,https://www.espn.com/college-sports/football/recruiting/player/_/id/195457/dvaughn-pennamon,72,199,4.73,4.3,30.6,rb,NA,NA
82,Russell Halimon,https://www.espn.com/college-sports/football/recruiting/player/_/id/195928/russell-halimon,70,184,NA,4.3,37.2,rb,NA,NA
82,Devontae Henry-Cole,https://www.espn.com/college-sports/football/recruiting/player/_/id/208302/devontae-henry-cole,68,177,4.54,4.64,35.5,rb,NA,NA
82,Tony Jones Jr.,https://www.espn.com/college-sports/football/recruiting/player/_/id/190753/tony-jones-jr,71,210,NA,4.2,27,rb,NA,NA
82,Zack Moss,https://www.espn.com/college-sports/football/recruiting/player/_/id/195592/zack-moss,70,200,4.76,4.38,33.5,rb,NA,NA
82,Reggie Floyd,https://www.espn.com/college-sports/football/recruiting/player/_/id/196042/reggie-floyd,72,200,NA,4.35,28.8,rb,NA,NA
82,Jordon Brown,https://www.espn.com/college-sports/football/recruiting/player/_/id/196837/jordon-brown,71,186,4.56,4.5,34.5,rb,NA,NA
82,Jarrion Street,https://www.espn.com/college-sports/football/recruiting/player/_/id/209963/jarrion-street,74,201,NA,4.27,36.7,rb,NA,NA
82,Deon McIntosh,https://www.espn.com/college-sports/football/recruiting/player/_/id/189996/deon-mcintosh,71,170,NA,4.4,29.6,rb,NA,NA
82,Abdul Adams,https://www.espn.com/college-sports/football/recruiting/player/_/id/197995/abdul-adams,72,201,NA,4.56,32.1,rb,NA,NA
82,Kentrail Moran,https://www.espn.com/college-sports/football/recruiting/player/_/id/172613/kentrail-moran,69,190,NA,4.56,30.9,rb,NA,NA
82,McArthur Burnett,https://www.espn.com/college-sports/football/recruiting/player/_/id/208041/mcarthur-burnett,72,185,4.41,NA,NA,rb,NA,NA
82,Moe Neal,https://www.espn.com/college-sports/football/recruiting/player/_/id/180652/moe-neal,70,161,NA,4.3,26.5,rb,NA,NA
82,Dedrick Mills,https://www.espn.com/college-sports/football/recruiting/player/_/id/182329/dedrick-mills,71,215,4.77,4.57,32,rb,NA,NA
82,Trevor Speights,https://www.espn.com/college-sports/football/recruiting/player/_/id/193755/trevor-speights,70,200,4.62,4.43,35.4,rb,NA,NA
82,Darius Anderson,https://www.espn.com/college-sports/football/recruiting/player/_/id/195443/darius-anderson,71,182,4.66,4.22,38.5,rb,NA,NA
82,Kennedy McKoy,https://www.espn.com/college-sports/football/recruiting/player/_/id/196036/kennedy-mckoy,73,198,4.75,4.38,35.7,rb,NA,NA
82,Brandon Stephens,https://www.espn.com/college-sports/football/recruiting/player/_/id/190656/brandon-stephens,73,201,4.7,4.36,30.5,rb,NA,NA
82,Tre Harbison,https://www.espn.com/college-sports/football/recruiting/player/_/id/195424/tre-harbison,71,210,4.61,4.56,35.8,rb,NA,NA
82,Romello Harris,https://www.espn.com/college-sports/football/recruiting/player/_/id/195351/romello-harris,70,180,4.73,4.28,35.8,rb,NA,NA
82,Justice Hill,https://www.espn.com/college-sports/football/recruiting/player/_/id/198804/justice-hill,70,180,4.51,4.27,41.3,rb,NA,NA
82,Laderrien Wilson,https://www.espn.com/college-sports/football/recruiting/player/_/id/195714/laderrien-wilson,70,221,NA,4.35,31.3,rb,NA,NA
82,Gregori McCrae,https://www.espn.com/college-sports/football/recruiting/player/_/id/194845/gregori-mccrae,70,173,4.54,4.3,38.8,rb,NA,NA
82,Jack Wegher,https://www.espn.com/college-sports/football/recruiting/player/_/id/190733/jack-wegher,70,190,5.03,4.3,27,rb,NA,NA
82,Chris Evans,https://www.espn.com/college-sports/football/recruiting/player/_/id/204692/chris-evans,71,194,4.66,4.18,36.2,rb,NA,NA
82,Barrington Wade,https://www.espn.com/college-sports/football/recruiting/player/_/id/211180/barrington-wade,73,201,4.67,4.27,38.1,rb,NA,NA
82,Damarea Crockett,https://www.espn.com/college-sports/football/recruiting/player/_/id/198832/damarea-crockett,72,211,4.64,4,40.3,rb,NA,NA
82,Freddie Holly,https://www.espn.com/college-sports/football/recruiting/player/_/id/209239/freddie-holly,71,203,4.71,4.24,31.3,rb,NA,NA
82,Alexander Mattison,https://www.espn.com/college-sports/football/recruiting/player/_/id/209226/alexander-mattison,71,193,4.76,4.09,38.3,rb,NA,NA
82,Tre Bryant,https://www.espn.com/college-sports/football/recruiting/player/_/id/209112/tre-bryant,70,198,4.53,4,38.3,rb,NA,NA
82,Chawntez Moss,https://www.espn.com/college-sports/football/recruiting/player/_/id/206307/chawntez-moss,71,196,4.64,4.24,37,rb,NA,NA
82,Benny Snell,https://www.espn.com/college-sports/football/recruiting/player/_/id/206405/benny-snell,71,212,4.75,4.12,33.4,rb,NA,NA
82,Cade Carney,https://www.espn.com/college-sports/football/recruiting/player/_/id/182328/cade-carney,71,213,4.53,4.21,40.4,rb,NA,NA
82,Darius Stubbs,https://www.espn.com/college-sports/football/recruiting/player/_/id/209857/darius-stubbs,70,188,4.66,4.35,33.7,rb,NA,NA
82,Elijah Mack,https://www.espn.com/college-sports/football/recruiting/player/_/id/195587/elijah-mack,72,214,4.64,4.59,38.3,rb,NA,NA
82,J.J. Taylor,https://www.espn.com/college-sports/football/recruiting/player/_/id/194742/jj-taylor,65,160,4.7,4.09,35.8,rb,NA,NA
82,Trey Sneed,https://www.espn.com/college-sports/football/recruiting/player/_/id/191135/trey-sneed,70,195,NA,4.22,33.6,rb,NA,NA
82,Devin Singletary,https://www.espn.com/college-sports/football/recruiting/player/_/id/195570/devin-singletary,68,191,4.76,4.5,31.3,rb,NA,NA
82,Patrick Taylor,https://www.espn.com/college-sports/football/recruiting/player/_/id/209387/patrick-taylor,74,209,4.65,4.23,32.5,rb,NA,NA
82,Sam Brodner,https://www.espn.com/college-sports/football/recruiting/player/_/id/206036/sam-brodner,70,212,4.49,4.35,39.6,rb,NA,NA
82,Toren Young,https://www.espn.com/college-sports/football/recruiting/player/_/id/197568/toren-young,71,200,4.91,4.66,29.3,rb,NA,NA
82,Anthony Julmisse,https://www.espn.com/college-sports/football/recruiting/player/_/id/199658/anthony-julmisse,72,176,4.79,4.39,34.5,rb,NA,NA
83,Cam Akers,https://www.espn.com/college-sports/football/recruiting/player/_/id/197055/cam-akers,71,213,4.41,4.09,40.6,rb,NA,NA
83,Najee Harris,https://www.espn.com/college-sports/football/recruiting/player/_/id/203572/najee-harris,75,226,4.66,4.16,32.2,rb,NA,NA
83,Stephen Carr,https://www.espn.com/college-sports/football/recruiting/player/_/id/199871/stephen-carr,72,203,4.57,4.18,35.8,rb,NA,NA
83,Khalan Laborn,https://www.espn.com/college-sports/football/recruiting/player/_/id/205037/khalan-laborn,70,199,4.57,4.1,38.4,rb,NA,NA
83,J.K. Dobbins,https://www.espn.com/college-sports/football/recruiting/player/_/id/202557/jk-dobbins,70,201,4.44,4.09,43.1,rb,NA,NA
83,D'Andre Swift,https://www.espn.com/college-sports/football/recruiting/player/_/id/203351/dandre-swift,70,214,NA,4.15,33.2,rb,NA,NA
83,Toneil Carter,https://www.espn.com/college-sports/football/recruiting/player/_/id/207931/toneil-carter,71,198,4.56,4.26,35.6,rb,NA,NA
83,Trey Sermon,https://www.espn.com/college-sports/football/recruiting/player/_/id/210072/trey-sermon,73,214,NA,4.27,34.7,rb,NA,NA
83,Ty Chandler,https://www.espn.com/college-sports/football/recruiting/player/_/id/204855/ty-chandler,72,190,NA,NA,NA,rb,NA,NA
83,Salvon Ahmed,https://www.espn.com/college-sports/football/recruiting/player/_/id/204783/salvon-ahmed,72,191,4.32,4.04,35.7,rb,NA,NA
83,Robert Burns,https://www.espn.com/college-sports/football/recruiting/player/_/id/195619/robert-burns,71,215,4.57,4.41,42,rb,NA,NA
83,Anthony McFarland,https://www.espn.com/college-sports/football/recruiting/player/_/id/203953/anthony-mcfarland,69,203,4.53,4.04,32.8,rb,NA,NA
83,Travis Etienne,https://www.espn.com/college-sports/football/recruiting/player/_/id/220471/travis-etienne,71,199,4.43,4.33,37.3,rb,NA,NA
83,A.J. Davis,https://www.espn.com/college-sports/football/recruiting/player/_/id/204861/aj-davis,71,193,NA,4.27,34.4,rb,NA,NA
83,Zaquandre White,https://www.espn.com/college-sports/football/recruiting/player/_/id/208201/zaquandre-white,72,203,4.51,4.24,43.5,rb,NA,NA
83,Todd Sibley,https://www.espn.com/college-sports/football/recruiting/player/_/id/207484/todd-sibley,70,214,4.65,4.41,31.6,rb,NA,NA
83,Bruce Jordan-Swilling,https://www.espn.com/college-sports/football/recruiting/player/_/id/189507/bruce-jordan-swilling,73,209,4.57,4.52,34.4,rb,NA,NA
83,Brian Robinson,https://www.espn.com/college-sports/football/recruiting/player/_/id/207991/brian-robinson,74,216,4.62,4.32,31.6,rb,NA,NA
83,Clyde Edwards-Helaire,https://www.espn.com/college-sports/football/recruiting/player/_/id/210428/clyde-edwards-helaire,68,201,4.47,4.04,39.8,rb,NA,NA
83,Cordarrian Richardson,https://www.espn.com/college-sports/football/recruiting/player/_/id/210347/cordarrian-richardson,72,240,NA,4.65,30.4,rb,NA,NA
83,O'Maury Samuels,https://www.espn.com/college-sports/football/recruiting/player/_/id/211255/omaury-samuels,70,192,4.45,4.14,44.5,rb,NA,NA
83,Eno Benjamin,https://www.espn.com/college-sports/football/recruiting/player/_/id/208126/eno-benjamin,70,203,4.7,4.1,32.8,rb,NA,NA
83,Adarius Lemons,https://www.espn.com/college-sports/football/recruiting/player/_/id/211269/adarius-lemons,73,194,NA,4.53,32,rb,NA,NA
83,Kennedy Brooks,https://www.espn.com/college-sports/football/recruiting/player/_/id/206000/kennedy-brooks,71,185,4.66,4.3,33.9,rb,NA,NA
83,Kylin Hill,https://www.espn.com/college-sports/football/recruiting/player/_/id/210461/kylin-hill,71,205,4.64,4.3,37.6,rb,NA,NA
83,Damon Williams,https://www.espn.com/college-sports/football/recruiting/player/_/id/212150/damon-williams,74,181,4.84,NA,33.2,rb,NA,NA
83,Patrick Queen,https://www.espn.com/college-sports/football/recruiting/player/_/id/208378/patrick-queen,73,209,4.72,4.38,37.4,rb,NA,NA
83,Maleek Williams,https://www.espn.com/college-sports/football/recruiting/player/_/id/208320/maleek-williams,74,210,4.59,4.41,35.4,rb,NA,NA
83,Michael Carter,https://www.espn.com/college-sports/football/recruiting/player/_/id/197053/michael-carter,70,193,4.71,4.18,36.8,rb,NA,NA
83,Jalen Holston,https://www.espn.com/college-sports/football/recruiting/player/_/id/220447/jalen-holston,72,206,NA,4.38,36,rb,NA,NA
83,Nathan Tilford,https://www.espn.com/college-sports/football/recruiting/player/_/id/178903/nathan-tilford,73,205,NA,4.24,34.5,rb,NA,NA
83,A.J. Dillon,https://www.espn.com/college-sports/football/recruiting/player/_/id/208139/aj-dillon,73,239,4.54,4.18,38.6,rb,NA,NA
83,Connor Wedington,https://www.espn.com/college-sports/football/recruiting/player/_/id/217945/connor-wedington,72,189,4.48,3.87,39,rb,NA,NA
83,Jonathan Taylor,https://www.espn.com/college-sports/football/recruiting/player/_/id/213013/jonathan-taylor,71,208,4.42,4.3,34.4,rb,NA,NA
83,Trelon Smith,https://www.espn.com/college-sports/football/recruiting/player/_/id/218372/trelon-smith,67,181,4.7,4.36,28.5,rb,NA,NA
83,Daniel Young,https://www.espn.com/college-sports/football/recruiting/player/_/id/216425/daniel-young,72,210,4.8,4.47,34.2,rb,NA,NA
83,Kaegun Williams,https://www.espn.com/college-sports/football/recruiting/player/_/id/203691/kaegun-williams,69,188,NA,4.43,34.3,rb,NA,NA
83,Lamont Atkins,https://www.espn.com/college-sports/football/recruiting/player/_/id/212955/lamont-atkins,71,200,4.67,4.05,34.1,rb,NA,NA
83,Jamari Dunbar,https://www.espn.com/college-sports/football/recruiting/player/_/id/207893/jamari-dunbar,68,187,NA,4.44,33,rb,NA,NA
83,Jamari Peacock,https://www.espn.com/college-sports/football/recruiting/player/_/id/195716/jamari-peacock,71,237,4.98,4.49,33.9,rb,NA,NA
83,Markenzy Pierre,https://www.espn.com/college-sports/football/recruiting/player/_/id/208723/markenzy-pierre,71,218,4.75,4.36,33.6,rb,NA,NA
83,Marvin Hubbard,https://www.espn.com/college-sports/football/recruiting/player/_/id/210082/marvin-hubbard,68,176,4.42,4.16,38.1,rb,NA,NA
83,Deon Jackson,https://www.espn.com/college-sports/football/recruiting/player/_/id/220476/deon-jackson,72,203,4.64,4.23,32,rb,NA,NA
83,Jacob Kibodi,https://www.espn.com/college-sports/football/recruiting/player/_/id/210476/jacob-kibodi,73,198,4.79,4.63,29.9,rb,NA,NA
83,Kurt Taylor,https://www.espn.com/college-sports/football/recruiting/player/_/id/210069/kurt-taylor,68,197,NA,4.3,32.8,rb,NA,NA
83,Bernard Goodwater,https://www.espn.com/college-sports/football/recruiting/player/_/id/209525/bernard-goodwater,68,180,4.62,4.16,29,rb,NA,NA
83,Chase Hayden,https://www.espn.com/college-sports/football/recruiting/player/_/id/208156/chase-hayden,71,189,4.62,4.02,41.1,rb,NA,NA
83,Dominic Williams,https://www.espn.com/college-sports/football/recruiting/player/_/id/209737/dominic-williams,68,185,4.77,4.15,31.7,rb,NA,NA
83,Dae'Quantae Showers,https://www.espn.com/college-sports/football/recruiting/player/_/id/208189/daequantae-showers,69,185,4.76,4.52,32.4,rb,NA,NA
83,Biaggio Ali-Walsh,https://www.espn.com/college-sports/football/recruiting/player/_/id/209233/biaggio-ali-walsh,70,186,4.41,3.95,34.2,rb,NA,NA
83,Alex Fontenot,https://www.espn.com/college-sports/football/recruiting/player/_/id/220337/alex-fontenot,72,185,4.62,4.2,40.9,rb,NA,NA
83,Dominik London,https://www.espn.com/college-sports/football/recruiting/player/_/id/211501/dominik-london,67,196,4.66,4.01,33,rb,NA,NA
83,Eric Stokes,https://www.espn.com/college-sports/football/recruiting/player/_/id/212136/eric-stokes,73,172,4.47,4.06,31.3,rb,NA,NA
83,Malik Davis,https://www.espn.com/college-sports/football/recruiting/player/_/id/212032/malik-davis,71,185,4.57,4.27,38.6,rb,NA,NA
83,Abram Smith,https://www.espn.com/college-sports/football/recruiting/player/_/id/220326/abram-smith,72,196,4.59,4.4,31,rb,NA,NA
83,Drake Beasley Jr.,https://www.espn.com/college-sports/football/recruiting/player/_/id/208545/drake-beasley-jr,71,195,4.63,4.13,31.1,rb,NA,NA
83,Devin Darrington,https://www.espn.com/college-sports/football/recruiting/player/_/id/221809/devin-darrington,69,198,4.52,4.43,39.3,rb,NA,NA
83,Jackson McChesney,https://www.espn.com/college-sports/football/recruiting/player/_/id/208172/jackson-mcchesney,72,187,4.48,4.23,39.1,rb,NA,NA
83,Jaelen Greene,https://www.espn.com/college-sports/football/recruiting/player/_/id/210214/jaelen-greene,68,207,4.74,4.35,36,rb,NA,NA
83,Journey Brown,https://www.espn.com/college-sports/football/recruiting/player/_/id/218955/journey-brown,71,182,4.54,4.16,39.6,rb,NA,NA
83,Ra'Von Bonner,https://www.espn.com/college-sports/football/recruiting/player/_/id/204819/ravon-bonner,71,200,4.8,4.46,24.8,rb,NA,NA
83,Cyrus Habibi-Likio,https://www.espn.com/college-sports/football/recruiting/player/_/id/220047/cyrus-habibi-likio,73,197,4.78,4.52,31.2,rb,NA,NA
83,Mike Epstein,https://www.espn.com/college-sports/football/recruiting/player/_/id/204867/mike-epstein,71,185,NA,4.09,31.5,rb,NA,NA
83,Jarell White,https://www.espn.com/college-sports/football/recruiting/player/_/id/208200/jarell-white,69,197,NA,4.47,35.3,rb,NA,NA
83,Gary Brightwell,https://www.espn.com/college-sports/football/recruiting/player/_/id/221725/gary-brightwell,71,188,NA,NA,30.6,rb,NA,NA
83,Otis Anderson,https://www.espn.com/college-sports/football/recruiting/player/_/id/211998/otis-anderson,68,159,4.71,4.34,34,rb,NA,NA
83,Travis Levy,https://www.espn.com/college-sports/football/recruiting/player/_/id/212079/travis-levy,71,189,4.74,4.46,32,rb,NA,NA
83,Mohamed Ibrahim,https://www.espn.com/college-sports/football/recruiting/player/_/id/211916/mohamed-ibrahim,68,197,NA,4.47,31.4,rb,NA,NA
84,Gerod Holliman,https://www.espn.com/college-sports/football/recruiting/player/_/id/105281/gerod-holliman,72,188,4.65,4.27,23.5,s_,NA,NA
84,Jabari Gorman,https://www.espn.com/college-sports/football/recruiting/player/_/id/90290/jabari-gorman,72,180,4.65,4.44,37.1,s_,NA,NA
84,Tyler Hunter,https://www.espn.com/college-sports/football/recruiting/player/_/id/101310/tyler-hunter,72,197,4.71,4.32,37.5,s_,NA,NA
84,Jeremy Cash,https://www.espn.com/college-sports/football/recruiting/player/_/id/101901/jeremy-cash,73,185,4.52,4.44,35.6,s_,NA,NA
84,Patrick Martin,https://www.espn.com/college-sports/football/recruiting/player/_/id/83758/patrick-martin,71,201,4.65,4.28,30.5,s_,NA,NA
84,Corey Moore,https://www.espn.com/college-sports/football/recruiting/player/_/id/89885/corey-moore,73,192,4.6,4.5,32,s_,NA,NA
84,Kadetrix Marcus,https://www.espn.com/college-sports/football/recruiting/player/_/id/89804/kadetrix-marcus,73,191,4.56,4.16,38.4,s_,NA,NA
84,Ron Tanner II,https://www.espn.com/college-sports/football/recruiting/player/_/id/101690/ron-tanner-ii,72,190,4.91,4.38,29.5,s_,NA,NA
84,Corian Hamilton,https://www.espn.com/college-sports/football/recruiting/player/_/id/105333/corian-hamilton,73,205,4.88,4.56,32.3,s_,NA,NA
84,Jared Henry,https://www.espn.com/college-sports/football/recruiting/player/_/id/105127/jared-henry,72,184,4.53,4.54,29,s_,NA,NA
84,Franklin Shannon,https://www.espn.com/college-sports/football/recruiting/player/_/id/98300/franklin-shannon,72,202,NA,NA,35,s_,NA,NA
84,Jahmel McIntosh,https://www.espn.com/college-sports/football/recruiting/player/_/id/101679/jahmel-mcintosh,72,193,4.72,4.65,28,s_,NA,NA
84,Chris Johnson,https://www.espn.com/college-sports/football/recruiting/player/_/id/101311/chris-johnson,70,193,4.67,4.34,38,s_,NA,NA
84,Ra'Chard Pippens,https://www.espn.com/college-sports/football/recruiting/player/_/id/89677/rachard-pippens,73,178,NA,4.5,34.5,s_,NA,NA
84,Arjen Colquhoun,https://www.espn.com/college-sports/football/recruiting/player/_/id/113970/arjen-colquhoun,73,179,4.55,4.29,36.5,s_,NA,NA
84,Courtland Waters,https://www.espn.com/college-sports/football/recruiting/player/_/id/118469/courtland-waters,69,171,4.48,4.45,33.5,s_,NA,NA
84,Mercy Maston,https://www.espn.com/college-sports/football/recruiting/player/_/id/112298/mercy-maston,71,178,4.55,4.42,29.5,s_,NA,NA
84,Darren Waller,https://www.espn.com/college-sports/football/recruiting/player/_/id/110610/darren-waller,76,203,4.4,4.5,36.5,s_,NA,NA
84,Adrian Amos,https://www.espn.com/college-sports/football/recruiting/player/_/id/104094/adrian-amos,71,190,4.8,4.1,35.8,s_,NA,NA
84,Nick North,https://www.espn.com/college-sports/football/recruiting/player/_/id/90391/nick-north,72,186,4.67,4.41,33.5,s_,NA,NA
84,Jermaine Reve,https://www.espn.com/college-sports/football/recruiting/player/_/id/101660/jermaine-reve,71,167,4.81,4.36,30.5,s_,NA,NA
84,Steven Montgomery,https://www.espn.com/college-sports/football/recruiting/player/_/id/105275/steven-montgomery,70,183,4.63,4.47,33,s_,NA,NA
84,Mark Bridges Jr.,https://www.espn.com/college-sports/football/recruiting/player/_/id/83447/mark-bridges-jr,72,194,4.87,4.29,34.5,s_,NA,NA
84,Kendall Washington,https://www.espn.com/college-sports/football/recruiting/player/_/id/111061/kendall-washington,73,195,4.82,4.25,35.3,s_,NA,NA
84,Darien Rankin,https://www.espn.com/college-sports/football/recruiting/player/_/id/110574/darien-rankin,71,176,4.79,4.25,31.8,s_,NA,NA
84,Michael Cole,https://www.espn.com/college-sports/football/recruiting/player/_/id/109348/michael-cole,74,199,4.49,4.21,38.7,s_,NA,NA
84,Trae Waynes,https://www.espn.com/college-sports/football/recruiting/player/_/id/105413/trae-waynes,71,158,4.33,4.45,33,s_,NA,NA
84,Denzel Nkemdiche,https://www.espn.com/college-sports/football/recruiting/player/_/id/110599/denzel-nkemdiche,70,198,4.78,4.31,34.5,s_,NA,NA
85,Landon Collins,https://www.espn.com/college-sports/football/recruiting/player/_/id/115402/landon-collins,72,210,4.39,4.46,43.6,s_,NA,NA
85,Travis Blanks,https://www.espn.com/college-sports/football/recruiting/player/_/id/105034/travis-blanks,73,195,4.84,4.62,29,s_,NA,NA
85,Shaq Thompson,https://www.espn.com/college-sports/football/recruiting/player/_/id/115108/shaq-thompson,74,210,4.57,4.21,30,s_,NA,NA
85,Deon Bush,https://www.espn.com/college-sports/football/recruiting/player/_/id/119694/deon-bush,73,177,4.44,4.21,40.2,s_,NA,NA
85,Chaz Elder,https://www.espn.com/college-sports/football/recruiting/player/_/id/120249/chaz-elder,74,185,4.61,NA,28.5,s_,NA,NA
85,P.J. Williams,https://www.espn.com/college-sports/football/recruiting/player/_/id/109442/pj-williams,72,180,4.46,4.31,39.6,s_,NA,NA
85,Lucas Thompson,https://www.espn.com/college-sports/football/recruiting/player/_/id/128086/lucas-thompson,73,190,4.56,4.1,34.4,s_,NA,NA
85,Marcus Maye,https://www.espn.com/college-sports/football/recruiting/player/_/id/111223/marcus-maye,72,195,4.64,4.23,31.9,s_,NA,NA
